label	from_chebi	to_chebi	method
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
lactobacillus mrs broth	CHEBI:2509	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
kno3	CHEBI:17632	CHEBI:63043	oak_ols_exact
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
casamino acids	CHEBI:32599	REMOVED	mixture_no_chebi
peptone	CHEBI:42758	REMOVED	mixture_no_chebi
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
proteose peptone no. 3	CHEBI:42758	REMOVED	mixture_no_chebi
beef extract	CHEBI:2509	REMOVED	mixture_no_chebi
rumen fluid	CHEBI:86158	REMOVED	mixture_no_chebi
trypticase peptone	CHEBI:32588	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
sea salt	CHEBI:63005	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
trypticase peptone	CHEBI:32588	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
yeast extract-malt extract agar	CHEBI:26710	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
proteose peptone	CHEBI:62946	REMOVED	mixture_no_chebi
beef extract	CHEBI:2509	REMOVED	mixture_no_chebi
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
casein peptone	CHEBI:22652	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
pancreatic digest of casein	CHEBI:85248	REMOVED	mixture_no_chebi
peptic digest of animal tissue	CHEBI:26710	REMOVED	mixture_no_chebi
peptone	CHEBI:42758	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
peptone	CHEBI:42758	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
peptone	CHEBI:42758	REMOVED	mixture_no_chebi
beef extract	CHEBI:2509	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
sea salt	CHEBI:63005	REMOVED	mixture_no_chebi
peptone	CHEBI:42758	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
kno3	CHEBI:17632	CHEBI:63043	oak_ols_exact
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
kno3	CHEBI:17632	CHEBI:63043	oak_ols_exact
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
trypticase peptone	CHEBI:32588	REMOVED	mixture_no_chebi
clarified rumen fluid	CHEBI:17057	REMOVED	mixture_no_chebi
casamino acids	CHEBI:32599	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
kno3	CHEBI:17632	CHEBI:63043	oak_ols_exact
peptone	CHEBI:42758	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
malt extract	CHEBI:2509	REMOVED	mixture_no_chebi
sea water	CHEBI:75228	REMOVED	mixture_no_chebi
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
peptone	CHEBI:42758	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
bacto peptone	CHEBI:36218	REMOVED	mixture_no_chebi
beef extract	CHEBI:2509	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
gam broth	CHEBI:50144	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
peptone	CHEBI:42758	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
peptone	CHEBI:42758	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
trypticase soy broth	CHEBI:31206	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
na-thioglycolate	CHEBI:86158	CHEBI:86481	corpus_consensus
lactobacilli mrs broth	CHEBI:2509	REMOVED	mixture_no_chebi
bacto peptone	CHEBI:36218	REMOVED	mixture_no_chebi
peptone	CHEBI:42758	REMOVED	mixture_no_chebi
proteose peptone no. 3	CHEBI:42758	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
proteose peptone	CHEBI:62946	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
kno3	CHEBI:17632	CHEBI:63043	oak_ols_exact
peptone	CHEBI:42758	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
casamino acids	CHEBI:32599	REMOVED	mixture_no_chebi
proteose peptone no. 3	CHEBI:42758	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
proteose peptone no. 3	CHEBI:42758	REMOVED	mixture_no_chebi
trypticase peptone	CHEBI:32588	REMOVED	mixture_no_chebi
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
casamino acids	CHEBI:32599	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
na-butyrate	CHEBI:31206	CHEBI:64103	corpus_consensus
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
peptone	CHEBI:42758	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
peptone	CHEBI:42758	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
proteose peptone no. 3	CHEBI:42758	REMOVED	mixture_no_chebi
trypticase peptone	CHEBI:32588	REMOVED	mixture_no_chebi
beef extract	CHEBI:2509	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
peptone	CHEBI:42758	REMOVED	mixture_no_chebi
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
rumen fluid	CHEBI:86158	REMOVED	mixture_no_chebi
phytone peptone	CHEBI:131527	REMOVED	mixture_no_chebi
casitone	CHEBI:2509	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
trypticase peptone	CHEBI:32588	REMOVED	mixture_no_chebi
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
marine broth 2216	CHEBI:50144	REMOVED	mixture_no_chebi
sea water	CHEBI:75228	REMOVED	mixture_no_chebi
casamino acids	CHEBI:32599	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
peptone	CHEBI:42758	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
trypticase soy agar	CHEBI:26710	REMOVED	mixture_no_chebi
trypticase peptone	CHEBI:32588	REMOVED	mixture_no_chebi
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
casamino acids	CHEBI:32599	REMOVED	mixture_no_chebi
peptone	CHEBI:42758	REMOVED	mixture_no_chebi
sea salt	CHEBI:63005	REMOVED	mixture_no_chebi
peptone	CHEBI:42758	REMOVED	mixture_no_chebi
beef extract	CHEBI:2509	REMOVED	mixture_no_chebi
na2seo4	CHEBI:32139	CHEBI:77775	oak_ols_exact
peptone	CHEBI:42758	REMOVED	mixture_no_chebi
malt extract	CHEBI:2509	REMOVED	mixture_no_chebi
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
kno3	CHEBI:17632	CHEBI:63043	oak_ols_exact
casamino acids	CHEBI:32599	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
trypticase peptone	CHEBI:32588	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
trypticase peptone	CHEBI:32588	REMOVED	mixture_no_chebi
peptone	CHEBI:42758	REMOVED	mixture_no_chebi
beef extract	CHEBI:2509	REMOVED	mixture_no_chebi
horse blood	CHEBI:2509	REMOVED	mixture_no_chebi
kno3	CHEBI:17632	CHEBI:63043	oak_ols_exact
vancomycin x hcl	CHEBI:32588	CHEBI:9932	oak_ols_exact
peptone	CHEBI:42758	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
bacto peptone	CHEBI:36218	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
trypticase peptone	CHEBI:32588	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
gam broth	CHEBI:50144	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
peptone	CHEBI:42758	REMOVED	mixture_no_chebi
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
trypticase peptone	CHEBI:32588	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
bacto peptone	CHEBI:36218	REMOVED	mixture_no_chebi
bacto peptone	CHEBI:36218	REMOVED	mixture_no_chebi
malt extract	CHEBI:2509	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
peptone	CHEBI:42758	REMOVED	mixture_no_chebi
trypticase peptone	CHEBI:32588	REMOVED	mixture_no_chebi
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
casamino acids	CHEBI:32599	REMOVED	mixture_no_chebi
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
marine broth 2216	CHEBI:50144	REMOVED	mixture_no_chebi
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
casitone	CHEBI:2509	REMOVED	mixture_no_chebi
sea water	CHEBI:75228	REMOVED	mixture_no_chebi
na2s2o3	CHEBI:31206	CHEBI:132112	oak_ols_exact
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
brain heart infusion broth	CHEBI:2509	REMOVED	mixture_no_chebi
trypticase peptone	CHEBI:32588	REMOVED	mixture_no_chebi
trypticase peptone	CHEBI:32588	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
lactobacilli mrs broth	CHEBI:2509	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
casitone	CHEBI:2509	REMOVED	mixture_no_chebi
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
malt extract	CHEBI:2509	REMOVED	mixture_no_chebi
proteose peptone no. 3	CHEBI:42758	REMOVED	mixture_no_chebi
casamino acids	CHEBI:32599	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
beef extract	CHEBI:2509	REMOVED	mixture_no_chebi
trypticase peptone	CHEBI:32588	REMOVED	mixture_no_chebi
beef extract	CHEBI:2509	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
kno3	CHEBI:17632	CHEBI:63043	oak_ols_exact
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
bacto peptone	CHEBI:36218	REMOVED	mixture_no_chebi
trypticase peptone	CHEBI:32588	REMOVED	mixture_no_chebi
brain heart infusion	CHEBI:131527	REMOVED	mixture_no_chebi
kno3	CHEBI:17632	CHEBI:63043	oak_ols_exact
heart infusion broth	CHEBI:2509	REMOVED	mixture_no_chebi
horse serum	CHEBI:78018	REMOVED	mixture_no_chebi
marine broth 2216	CHEBI:50144	REMOVED	mixture_no_chebi
trypticase soy broth	CHEBI:31206	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
bacto peptone	CHEBI:36218	REMOVED	mixture_no_chebi
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
proteose peptone no. 3	CHEBI:42758	REMOVED	mixture_no_chebi
casamino acids	CHEBI:32599	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
brain heart infusion	CHEBI:131527	REMOVED	mixture_no_chebi
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
casamino acids	CHEBI:32599	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
brain heart infusion	CHEBI:131527	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
casamino acids	CHEBI:32599	REMOVED	mixture_no_chebi
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
trypticase peptone	CHEBI:32588	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
trypticase peptone	CHEBI:32588	REMOVED	mixture_no_chebi
brain heart infusion	CHEBI:131527	REMOVED	mixture_no_chebi
kno3	CHEBI:17632	CHEBI:63043	oak_ols_exact
trypticase peptone	CHEBI:32588	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
kno3	CHEBI:17632	CHEBI:63043	oak_ols_exact
casamino acids	CHEBI:32599	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
casamino acids	CHEBI:32599	REMOVED	mixture_no_chebi
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
casamino acids	CHEBI:32599	REMOVED	mixture_no_chebi
trypticase peptone	CHEBI:32588	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
bacto peptone	CHEBI:36218	REMOVED	mixture_no_chebi
bacto peptone	CHEBI:36218	REMOVED	mixture_no_chebi
sea water	CHEBI:75228	REMOVED	mixture_no_chebi
brain heart infusion	CHEBI:131527	REMOVED	mixture_no_chebi
casitone	CHEBI:2509	REMOVED	mixture_no_chebi
phytone peptone	CHEBI:131527	REMOVED	mixture_no_chebi
sea water	CHEBI:75228	REMOVED	mixture_no_chebi
r2a broth	CHEBI:2509	REMOVED	mixture_no_chebi
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
kno3	CHEBI:17632	CHEBI:63043	oak_ols_exact
peptone	CHEBI:42758	REMOVED	mixture_no_chebi
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
peptone	CHEBI:42758	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
proteose peptone no. 3	CHEBI:42758	REMOVED	mixture_no_chebi
casein peptone	CHEBI:22652	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
kno3	CHEBI:17632	CHEBI:63043	oak_ols_exact
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
kno3	CHEBI:17632	CHEBI:63043	oak_ols_exact
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
casein peptone	CHEBI:22652	REMOVED	mixture_no_chebi
soy peptone	CHEBI:32599	REMOVED	mixture_no_chebi
casitone	CHEBI:2509	REMOVED	mixture_no_chebi
trypticase peptone	CHEBI:32588	REMOVED	mixture_no_chebi
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
peptone	CHEBI:42758	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
kno3	CHEBI:17632	CHEBI:63043	oak_ols_exact
casamino acids	CHEBI:32599	REMOVED	mixture_no_chebi
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
casein peptone	CHEBI:22652	REMOVED	mixture_no_chebi
soy peptone	CHEBI:32599	REMOVED	mixture_no_chebi
sea salt	CHEBI:63005	REMOVED	mixture_no_chebi
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
sea salt	CHEBI:63005	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
proteose peptone no. 3	CHEBI:42758	REMOVED	mixture_no_chebi
casamino acids	CHEBI:32599	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
peptone	CHEBI:42758	REMOVED	mixture_no_chebi
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
peptone	CHEBI:42758	REMOVED	mixture_no_chebi
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
trypticase peptone	CHEBI:32588	REMOVED	mixture_no_chebi
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
bacto peptone	CHEBI:36218	REMOVED	mixture_no_chebi
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
lactobacilli mrs broth	CHEBI:2509	REMOVED	mixture_no_chebi
trypticase peptone	CHEBI:32588	REMOVED	mixture_no_chebi
casitone	CHEBI:2509	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
kno3	CHEBI:17632	CHEBI:63043	oak_ols_exact
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
kno3	CHEBI:17632	CHEBI:63043	oak_ols_exact
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
proteose peptone	CHEBI:62946	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
trypticase soy broth	CHEBI:31206	REMOVED	mixture_no_chebi
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
casein peptone	CHEBI:22652	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
casamino acids	CHEBI:32599	REMOVED	mixture_no_chebi
kno3	CHEBI:17632	CHEBI:63043	oak_ols_exact
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
casamino acids	CHEBI:32599	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
trypticase peptone	CHEBI:32588	REMOVED	mixture_no_chebi
peptone	CHEBI:42758	REMOVED	mixture_no_chebi
peptone	CHEBI:42758	REMOVED	mixture_no_chebi
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
peptone	CHEBI:42758	REMOVED	mixture_no_chebi
sea salt	CHEBI:63005	REMOVED	mixture_no_chebi
na2moo4 x 2 h2o	CHEBI:35696	CHEBI:75213	corpus_consensus
na2seo4	CHEBI:32139	CHEBI:77775	oak_ols_exact
peptone	CHEBI:42758	REMOVED	mixture_no_chebi
sea water	CHEBI:75228	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
soy peptone	CHEBI:32599	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
brain heart infusion broth	CHEBI:2509	REMOVED	mixture_no_chebi
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
mgso4 x 7 h2o	CHEBI:31206	CHEBI:31795	corpus_consensus
casamino acids	CHEBI:32599	REMOVED	mixture_no_chebi
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
peptone	CHEBI:42758	REMOVED	mixture_no_chebi
tryptone	CHEBI:33118	REMOVED	mixture_no_chebi
